transaction_id,user_id,amount,email,category,payment_method,region,transaction_date,status,quantity,discount_pct,tax_amount,merchant_id,currency,batch
T01028,U711,705.86,user711@corp.net,Healthcare,debit_card,EU-North,2024-01-05,completed,4,12.7,103.24,M4986,USD,v2
T00597,U975,3868.16,user975@enterprise.com,Clothing,debit_card,EU-North,2024-08-07,completed,7,29.0,300.43,M7266,GBP,v2
T01054,U616,1076.9,user616@outlook.com,Subscriptions,bank_transfer,US-West,2023-03-16,failed,5,26.8,175.12,M5817,USD,v2
T00534,U187,4040.23,user187@datamail.co,Education,bank_transfer,US-West,2023-02-26,failed,3,2.9,224.6,M3662,INR,v2
T00326,U399,1492.79,user399@yahoo.com,Clothing,bank_transfer,APAC,2024-01-25,completed,10,15.6,99.38,M4808,USD,v1
T00760,U251,581.6,user251@datamail.co,Groceries,credit_card,EU-Central,2023-10-12,completed,6,8.4,96.94,M5114,USD,v2
T00988,,1758.86,user882@biz.net,Healthcare,paypal,US-West,2023-01-10,completed,9,17.9,110.58,M6012,INR,v2
T00317,U910,2536.74,user910@gmail.com,Subscriptions,credit_card,EU-Central,2023-04-28,pending,10,23.1,212.61,M9837,USD,v1
T00843,U865,2056.06,user865@techfirm.org,Gaming,gift_card,APAC,2023-11-03,failed,5,25.0,292.54,M4184,USD,v2
T00886,U733,2445.11,user733@outlook.com,Gaming,bank_transfer,LATAM,2024-04-27,completed,8,3.1,402.56,M6161,EUR,v2
T00561,U360,378.94,user360@gmail.com,Travel,paypal,CA-East,2024-09-27,REFUNDED,6,7.1,61.14,M4593,GBP,v2
T00742,U811,3263.22,user811@enterprise.com,Home & Garden,debit_card,US-West,,completed,8,11.9,275.33,M5531,CAD,v2
T01136,U295,4490.84,user295@techfirm.org,Subscriptions,crypto,MEA,2024-07-20,completed,5,13.2,726.92,,USD,v2
T00483,U310,2556.83,user310@enterprise.com,Home & Garden,debit_card,CA-East,2023-05-31,completed,8,20.2,406.67,M3583,EUR,v1
T00812,U309,2624.71,user309@datamail.co,Healthcare,bank_transfer,APAC,,completed,5,4.8,349.83,M2805,EUR,v2
T00061,U346,1345.76,user346@datamail.co,Home & Garden,bank_transfer,LATAM,2023-04-21,pending,1,22.4,93.78,M4023,USD,v1
T00434,U160,265.0,user160@techfirm.org,Home & Garden,bank_transfer,EU-North,2023-06-06,completed,2,23.6,27.38,M9927,EUR,v1
T00766,U372,748.62,user372@enterprise.com,Finance,crypto,US-West,2024-08-28,refunded,10,8.8,128.19,M9326,EUR,v2
T00093,U928,2779.24,user928@enterprise.com,Finance,paypal,US-East,2023-02-02,pending,9,12.0,276.37,M1981,USD,v1
T00918,U481,3947.26,user481@biz.net,Gaming,gift_card,US-West,2024-01-28,completed,2,23.3,315.4,M9530,EUR,v2
T00635,U989,253.05,user989@biz.net,Travel,debit_card,US-East,2023-03-20,pending,5,28.0,19.5,M9832,INR,v2
T00352,U746,819.4,user746@techfirm.org,Groceries,debit_card,MEA,2023-11-30,completed,3,15.8,134.67,M9416,USD,v1
T00998,U479,-89.82,user479@datamail.co,Education,bank_transfer,EU-North,2023-06-09,Refunded,1,14.5,156.97,M5591,INR,v2
T00281,U891,954.22,user891@biz.net,Groceries,bank_transfer,EU-Central,2023-12-16,completed,7,1.2,85.38,M5964,USD,v1
T00908,U172,2439.22,user172@biz.net,Finance,credit_card,MEA,2024-08-08,completed,1,16.1,376.08,,CAD,v2
T00199,U214,2979.8,user214@datamail.co,Gaming,gift_card,CA-East,2024-01-22,completed,4,28.1,411.14,M9203,USD,v1
T00360,U638,511.36,user638@outlook.com,Subscriptions,gift_card,LATAM,2024-01-18,completed,9,28.6,61.2,M3087,EUR,v1
T00479,U962,1797.11,user962@yahoo.com,Subscriptions,crypto,EU-Central,2023-03-27,pending,4,22.0,277.87,M9543,EUR,v1
T00582,U481,497.64,user481@outlook.com,Healthcare,gift_card,LATAM,2023-07-26,failed,2,8.9,72.83,M9956,INR,v2
T00891,U142,300.8,user142@datamail.co,Home & Garden,bank_transfer,US-West,2023-03-04,pending,3,2.2,45.76,M3714,CAD,v2
T00559,U864,962.15,user864@enterprise.com,Education,gift_card,CA-East,2024-06-04,completed,5,17.0,66.14,M1888,GBP,v2
T00527,U122,2508.19,user122@datamail.co,Finance,debit_card,US-East,2023-03-19,completed,8,16.5,209.44,M2047,CAD,v2
T00882,U704,4002.07,user704@biz.net,Education,credit_card,US-West,2024-01-07,refunded,3,9.8,461.07,M6203,USD,v2
T00183,U289,3939.98,user289@biz.net,Finance,debit_card,EU-Central,2023-11-27,pending,4,27.5,282.37,M4702,USD,v1
T00868,U486,2466.1,user486@enterprise.com,Home & Garden,credit_card,CA-East,2024-01-05,completed,2,1.1,411.39,M3716,INR,v2
T00491,U950,711.47,user950@hotmail.com,Groceries,debit_card,EU-Central,2023-07-08,completed,10,26.2,76.13,M4744,GBP,v1
T00111,U320,283.09,user320@yahoo.com,Subscriptions,credit_card,EU-Central,2023-07-12,completed,5,11.6,23.81,M3677,GBP,v1
T00371,U156,3416.83,user156@datamail.co,Finance,paypal,LATAM,2023-03-25,failed,8,19.7,459.29,M6864,USD,v1
T00459,U697,1107.79,user697@hotmail.com,Education,bank_transfer,APAC,2023-06-05,completed,7,7.4,58.06,M4525,USD,v1
T00240,U727,568.77,user727@techfirm.org,Healthcare,bank_transfer,US-East,2024-07-12,completed,4,6.7,58.52,M1913,EUR,v1
T01200,U331,3736.95,user331@corp.net,Travel,debit_card,US-East,2023-01-27,refunded,9,28.5,353.48,M2844,EUR,v2
T00669,U971,385.66,user971@enterprise.com,Education,gift_card,MEA,2024-02-02,refunded,3,5.1,52.33,M6052,CAD,v2
T00629,U519,3482.21,user519@techfirm.org,Healthcare,bank_transfer,EU-North,2024-01-02,refunded,8,3.6,428.95,M1226,USD,v2
T00205,U147,677.1,user147@techfirm.org,Gaming,credit_card,APAC,2024-02-12,completed,4,1.2,114.48,M1565,GBP,v1
T00683,U292,3223.92,user292@company.io,Clothing,bank_transfer,MEA,2023-08-05,pending,5,11.4,474.05,M3838,USD,v2
T01112,U576,1066.2,user576@hotmail.com,Gaming,credit_card,APAC,2024-08-13,completed,1,19.2,87.35,M2424,GBP,v2
T00262,U788,4446.11,user788@gmail.com,Healthcare,crypto,US-East,2024-07-01,completed,5,3.9,512.84,M1253,INR,v1
T00529,U918,2735.64,,Gaming,credit_card,EU-North,2024-01-11,failed,5,2.0,293.35,,USD,v2
T00722,U618,3691.21,user618@corp.net,Electronics,bank_transfer,US-East,2024-08-06,refunded,6,29.7,558.52,M4384,USD,v2
T00530,U370,1697.1,user370@datamail.co,Groceries,gift_card,US-East,2023-11-20,completed,7,17.0,204.48,M5441,USD,v2
T00340,U745,1933.89,user745@biz.net,Subscriptions,paypal,LATAM,2024-01-26,completed,10,24.0,106.63,M8528,GBP,v1
T00709,U707,1965.3,user707@outlook.com,Travel,paypal,EU-Central,2024-08-12,completed,1,3.4,125.22,M6994,USD,v2
T00586,U198,57.33,user198@corp.net,Travel,crypto,US-West,2024-08-25,refunded,2,18.9,5.3,M1159,EUR,v2
T00772,,4097.85,user114@enterprise.com,Electronics,debit_card,CA-East,2023-07-26,failed,2,11.8,465.46,M9688,INR,v2
T00184,U351,2609.34,user351@techfirm.org,Home & Garden,gift_card,LATAM,2023-12-11,refunded,7,20.8,266.48,M7603,USD,v1
T00138,U351,3135.29,user351@hotmail.com,Subscriptions,paypal,MEA,2024-09-26,pending,6,10.9,473.61,M5692,GBP,v1
T01195,U971,2275.87,user971@yahoo.com,Groceries,bank_transfer,APAC,2023-12-09,completed,4,1.8,192.18,M3717,EUR,v2
T00975,U720,3216.47,user720@hotmail.com,Education,crypto,EU-Central,2024-06-05,PENDING,2,21.7,167.91,M3676,GBP,v2
T00672,U999,2467.18,user999@enterprise.com,Education,paypal,CA-East,2023-03-17,completed,2,23.9,282.42,M9474,USD,v2
T00081,U100,3204.21,user100@company.io,Healthcare,bank_transfer,LATAM,2023-09-23,completed,10,0.8,262.0,M2624,EUR,v1
T00533,U994,1400.85,user994@gmail.com,Finance,bank_transfer,US-West,2023-01-12,completed,2,28.7,107.21,M4493,USD,v2
T00846,U495,2820.79,user495@corp.net,Finance,bank_transfer,US-West,2024-03-22,completed,8,26.3,349.79,M6084,EUR,v2
T00810,U362,2041.55,user362@hotmail.com,Education,credit_card,EU-North,2023-01-28,completed,4,23.3,323.27,M9584,GBP,v2
T00030,U578,1254.03,user578@techfirm.org,Clothing,debit_card,LATAM,2024-06-14,completed,10,26.4,177.16,M3701,USD,v1
T01071,U509,-89.82,user509@techfirm.org,Home & Garden,paypal,CA-East,2024-05-24,completed,7,0.6,61.57,M5642,INR,v2
T00472,U196,3611.52,user196@corp.net,Healthcare,credit_card,EU-Central,2024-09-06,pending,8,13.2,230.75,M9075,CAD,v1
T00970,U725,2385.62,user725@datamail.co,Subscriptions,credit_card,US-West,2024-08-30,pending,10,29.4,139.33,M8419,USD,v2
T00166,U192,3887.67,user192@datamail.co,Finance,bank_transfer,EU-Central,2023-12-05,refunded,2,15.9,548.01,M2860,USD,v1
T00249,U959,191.45,user959@outlook.com,Education,paypal,CA-East,2024-05-25,completed,6,0.4,32.24,M7276,CAD,v1
T00308,U662,1866.41,user662@outlook.com,Finance,paypal,EU-North,2023-07-15,completed,1,25.3,156.66,M9473,USD,v1
T00482,U810,588.82,user810@gmail.com,Electronics,paypal,US-East,2024-09-20,completed,6,21.7,41.05,M2837,USD,v1
T00813,U430,1048.99,,Education,crypto,US-East,2024-08-07,pending,3,29.3,57.73,M4879,USD,v2
T00615,U656,2077.85,user656@corp.net,Education,bank_transfer,US-East,2023-12-04,completed,4,12.6,328.98,M1748,INR,v2
T00347,U648,1821.69,user648@hotmail.com,Finance,debit_card,US-East,2023-12-24,completed,1,13.3,198.87,M6685,GBP,v1
T00335,U464,1895.11,user464@company.io,Clothing,debit_card,MEA,2024-09-18,completed,8,26.0,323.91,M9465,USD,v1
T00286,U433,2046.76,user433@gmail.com,Groceries,debit_card,CA-East,2023-11-15,failed,7,22.9,323.67,M1480,GBP,v1
T01042,U783,1569.0,user783@corp.net,Travel,crypto,CA-East,2024-05-10,completed,10,0.4,242.81,M2849,USD,v2
T00098,U229,4118.38,user229@datamail.co,Gaming,credit_card,LATAM,2023-04-19,completed,3,19.6,638.28,,CAD,v1
T01152,,2282.42,user250@biz.net,Home & Garden,bank_transfer,LATAM,2023-12-16,completed,8,23.4,320.19,M2537,USD,v2
T01070,U592,2657.19,user592@gmail.com,Subscriptions,paypal,US-East,2023-06-26,failed,10,8.9,299.91,,GBP,v2
T00977,U631,783.65,user631@outlook.com,Groceries,debit_card,CA-East,2023-04-27,completed,8,5.2,46.51,M7194,EUR,v2
T00637,,1723.82,user269@outlook.com,Education,bank_transfer,EU-North,2024-09-01,pending,2,28.7,91.41,M7519,CAD,v2
T00723,U309,259.52,user309@enterprise.com,Finance,bank_transfer,LATAM,2023-11-02,failed,2,0.5,36.26,M8313,USD,v2
T00650,,1529.94,user154@hotmail.com,Education,paypal,CA-East,2024-03-09,completed,10,28.6,123.12,M1687,CAD,v2
T01192,U880,4079.54,user880@biz.net,Healthcare,bank_transfer,US-East,2023-08-13,completed,6,4.5,456.94,M5945,CAD,v2
T01010,U823,4416.46,,Healthcare,crypto,EU-Central,2023-12-07,completed,6,20.0,385.16,M3251,USD,v2
T00731,,3997.05,user698@gmail.com,Education,bank_transfer,APAC,2023-08-30,completed,1,9.8,208.55,M1007,EUR,v2
T00066,U138,3829.12,user138@enterprise.com,Home & Garden,gift_card,US-West,32-01-2024,completed,2,27.3,420.97,M8724,USD,v1
T00778,U302,3564.03,user302@corp.net,Gaming,crypto,MEA,2023-10-22,completed,8,18.1,596.78,M1267,USD,v2
T00924,U120,3777.7,user120@enterprise.com,Clothing,gift_card,LATAM,2024-01-18,Completed,4,8.3,268.76,M1001,INR,v2
T00603,U488,4072.61,,Groceries,debit_card,MEA,2023-10-29,pending,6,3.8,405.88,M3878,USD,v2
T01118,U460,1173.87,user460@biz.net,Electronics,debit_card,EU-Central,2024-05-03,completed,3,24.9,117.07,M9070,USD,v2
T00303,U911,2611.81,user911@company.io,Groceries,paypal,MEA,2023-08-12,completed,1,24.1,342.54,M5102,USD,v1
T00997,U858,3171.09,user858@gmail.com,Gaming,debit_card,LATAM,2023-07-16,completed,9,3.6,205.38,M8800,CAD,v2
T00389,U608,1120.71,user608@gmail.com,Clothing,debit_card,US-East,2024-06-22,completed,7,26.1,125.49,M3743,CAD,v1
T00236,U313,518.62,user313@techfirm.org,Gaming,paypal,MEA,2023-06-21,pending,7,28.4,74.78,M6179,USD,v1
T00865,U530,1440.47,user530@gmail.com,Home & Garden,bank_transfer,LATAM,2024-09-24,Pending,8,25.9,82.33,M6292,EUR,v2
T00756,U241,2712.87,user241@enterprise.com,Gaming,credit_card,US-West,2023-12-18,refunded,7,27.1,241.84,M6009,USD,v2
T00306,U109,4042.62,user109@corp.net,Electronics,bank_transfer,CA-East,2024-03-12,completed,1,6.7,274.62,M4045,INR,v1
T00821,U220,3267.55,user220@company.io,Subscriptions,debit_card,MEA,,completed,7,28.7,349.73,M7913,USD,v2
T00981,U428,3580.54,user428@gmail.com,Groceries,crypto,APAC,2023-05-01,completed,4,21.8,389.3,M9582,EUR,v2
T00250,U246,-89.82,user246@company.io,Clothing,gift_card,US-East,2023-04-25,completed,9,6.1,203.27,M8191,USD,v1
T00808,U694,2770.13,user694@hotmail.com,Healthcare,bank_transfer,CA-East,2023-05-25,pending,5,26.7,275.95,M2685,USD,v2
T00072,U510,29.19,user510@biz.net,Healthcare,credit_card,CA-East,2024-07-16,failed,5,23.1,3.39,M4846,EUR,v1
T00095,U983,3157.66,user983@outlook.com,Electronics,paypal,LATAM,2023-09-17,completed,7,16.8,212.17,M9934,USD,v1
T01008,U451,3407.35,user451@company.io,Education,debit_card,EU-North,,completed,6,16.9,521.93,M4789,GBP,v2
T00034,U127,4354.88,user127@techfirm.org,Travel,crypto,US-East,2024-03-09,refunded,2,28.5,631.01,M7980,USD,v1
T00903,U161,3444.51,user161@techfirm.org,Electronics,gift_card,EU-Central,2023-03-26,failed,10,17.2,533.15,M2125,INR,v2
T00449,U171,1229.18,user171@corp.net,Subscriptions,bank_transfer,EU-North,2024-02-29,completed,8,13.0,193.29,M4613,USD,v1
T00446,U765,667.99,user765@enterprise.com,Healthcare,credit_card,EU-Central,2023-11-06,pending,4,12.7,43.1,M4576,USD,v1
T00880,U125,4335.34,user125@outlook.com,Subscriptions,crypto,CA-East,2024-03-20,completed,7,21.9,485.66,M4198,CAD,v2
T00621,,757.06,user842@techfirm.org,Education,bank_transfer,EU-Central,2024-03-06,pending,6,1.3,118.78,M5543,EUR,v2
T00724,U554,4325.59,user554@datamail.co,Groceries,debit_card,US-East,2024-07-04,refunded,3,11.0,424.07,M3651,GBP,v2
T00078,U389,3999.44,user389@corp.net,Finance,debit_card,APAC,2023-05-28,completed,4,19.5,269.89,M7956,USD,v1
T00085,U810,2290.42,user810@techfirm.org,Finance,credit_card,CA-East,2023-01-25,completed,1,0.9,147.7,M3224,EUR,v1
T00573,,3381.4,user524@company.io,Clothing,crypto,EU-North,2024-09-13,failed,4,17.4,492.56,M2112,CAD,v2
T00083,U786,1790.44,user786@hotmail.com,Home & Garden,paypal,LATAM,2023-04-27,refunded,8,8.7,265.17,M2163,CAD,v1
T00458,U135,2583.61,user135@techfirm.org,Travel,gift_card,US-East,2023-04-04,completed,8,8.2,440.57,M1195,USD,v1
T00915,U210,180.92,user210@yahoo.com,Healthcare,crypto,LATAM,2024-05-04,completed,9,28.7,29.73,M8768,INR,v2
T00437,U239,3511.81,user239@corp.net,Travel,gift_card,US-East,2023-02-09,pending,8,13.1,176.07,M4729,EUR,v1
T01043,U699,1935.97,user699@outlook.com,Electronics,debit_card,EU-North,2024-07-04,refunded,8,16.7,104.04,M2225,EUR,v2
T00953,U420,3570.31,user420@hotmail.com,Subscriptions,gift_card,LATAM,2024-01-31,refunded,4,12.7,635.06,M4531,USD,v2
T00405,U743,2879.38,user743@datamail.co,Finance,debit_card,US-West,2023-09-14,completed,4,15.4,326.83,M8994,GBP,v1
T01079,U592,1302.23,user592@datamail.co,Gaming,gift_card,CA-East,2023-11-09,refunded,1,18.7,138.47,M8514,EUR,v2
T01126,U994,2257.52,user994@datamail.co,Healthcare,gift_card,US-West,2024-01-31,refunded,3,17.5,334.12,M8798,INR,v2
T00994,U725,3332.05,user725@datamail.co,Travel,bank_transfer,EU-North,2023-03-26,completed,2,15.5,596.61,M4003,GBP,v2
T00105,U743,3740.48,user743@enterprise.com,Education,crypto,EU-Central,2024-08-25,refunded,3,24.7,245.68,M7251,INR,v1
T00571,U733,1247.61,user733@yahoo.com,Home & Garden,gift_card,CA-East,2024-04-16,completed,3,11.5,194.67,M3607,USD,v2
T00968,U993,4154.85,user993@corp.net,Groceries,bank_transfer,LATAM,2023-01-08,refunded,7,14.2,389.4,M4073,USD,v2
T00063,U137,1726.64,user137@corp.net,Groceries,credit_card,EU-North,2023-02-05,failed,6,13.1,129.3,M6405,USD,v1
T00282,U264,4004.09,user264@yahoo.com,Finance,debit_card,LATAM,2023-05-18,completed,10,1.2,348.14,M8026,USD,v1
T00702,U255,1286.03,user255@yahoo.com,Healthcare,paypal,EU-Central,2023-09-13,Failed,3,13.6,83.38,M1290,USD,v2
T00239,U780,1734.06,user780@techfirm.org,Education,paypal,CA-East,2024-05-19,completed,8,14.6,257.51,M9579,INR,v1
T00224,U183,625.83,user183@techfirm.org,Education,credit_card,CA-East,2023-10-28,COMPLETED,9,8.9,61.09,M2330,USD,v1
T00146,U217,4339.87,user217@techfirm.org,Groceries,bank_transfer,US-West,2023-12-31,failed,5,27.8,490.25,M4215,EUR,v1
T01153,U262,4117.19,user262@enterprise.com,Subscriptions,paypal,EU-North,2024-01-13,failed,2,3.8,630.94,M9925,CAD,v2
T00374,U371,4337.3,user371@techfirm.org,Clothing,credit_card,US-East,2023-02-20,completed,6,18.5,560.31,M7462,INR,v1
T00119,U570,3843.71,user570@hotmail.com,Clothing,paypal,APAC,2024-08-23,completed,9,1.5,534.45,M9245,CAD,v1
T00858,U560,1075.24,,Electronics,bank_transfer,EU-Central,2023-09-14,completed,6,25.0,90.35,M6720,INR,v2
T00251,U544,3709.57,user544@yahoo.com,Finance,debit_card,APAC,2024-06-11,completed,9,26.8,401.62,M9366,USD,v1
T01191,U113,0.0,,Subscriptions,crypto,MEA,2023-06-19,completed,10,24.6,469.28,M6368,USD,v2
T00010,U488,4351.34,user488@biz.net,Finance,bank_transfer,CA-East,2024-06-02,completed,10,25.2,275.86,M7799,USD,v1
T00450,U140,1703.28,user140@techfirm.org,Finance,paypal,CA-East,2023-11-02,completed,3,22.0,149.91,M3042,EUR,v1
T00935,U971,1330.26,user971@outlook.com,Healthcare,bank_transfer,US-East,2023-11-13,refunded,3,9.9,171.92,,CAD,v2
T00390,U206,325.3,user206@techfirm.org,Subscriptions,crypto,US-West,2024-08-20,completed,5,22.0,32.6,M5401,USD,v1
T00717,U644,1418.62,user644@biz.net,Travel,credit_card,EU-North,2024-05-24,completed,5,7.0,196.01,M3848,GBP,v2
T00964,U110,1588.74,user110@techfirm.org,Gaming,credit_card,MEA,2024-03-09,completed,9,24.3,185.91,M1376,USD,v2
T00558,U193,1905.09,user193@datamail.co,Gaming,gift_card,US-East,2023-02-02,completed,3,29.0,329.59,M4676,USD,v2
T00461,U631,4337.65,user631@company.io,Groceries,credit_card,LATAM,2024-06-25,completed,8,16.4,674.62,M8393,GBP,v1
T01139,U249,4364.84,user249@hotmail.com,Clothing,bank_transfer,US-West,2024-02-28,completed,4,11.9,636.6,M4475,GBP,v2
T00145,U374,448.81,user374@biz.net,Groceries,paypal,CA-East,2023-02-13,refunded,6,11.9,77.41,M3333,USD,v1
T00502,U919,826.81,user919@enterprise.com,Groceries,crypto,CA-East,2023-04-22,completed,8,20.8,93.85,M1343,USD,v2
T01142,U557,1662.77,user557@datamail.co,Groceries,paypal,EU-North,2024-04-22,completed,2,8.9,104.98,M6121,EUR,v2
T00540,U139,557.86,user139@techfirm.org,Finance,bank_transfer,EU-North,2023-07-09,completed,6,6.5,37.25,M8157,USD,v2
T00178,U712,918.16,user712@gmail.com,Gaming,debit_card,MEA,2023-05-20,failed,3,11.8,53.31,M1621,USD,v1
T01193,U737,758.65,user737@hotmail.com,Education,bank_transfer,EU-North,2023-04-04,pending,8,29.5,124.82,M5774,CAD,v2
T01075,U809,2897.29,user809@outlook.com,Finance,gift_card,LATAM,2024-07-08,completed,9,19.3,285.27,M9248,GBP,v2
T00619,U973,2675.97,user973@company.io,Electronics,credit_card,APAC,2024-07-26,completed,2,3.8,308.49,M6166,USD,v2
T00553,U557,1756.15,user557@enterprise.com,Clothing,credit_card,US-East,2024-08-09,pending,9,26.5,232.67,M8137,GBP,v2
T00008,U100,284.58,user100@datamail.co,Groceries,credit_card,US-East,2023-09-03,COMPLETED,8,3.4,28.67,M8797,USD,v1
T00591,U604,3269.7,user604@company.io,Groceries,credit_card,APAC,2023-09-10,completed,7,9.5,259.03,M9990,GBP,v2
T00902,U588,1390.27,user588@biz.net,Finance,debit_card,US-West,2024-06-18,pending,8,28.9,75.23,M6044,INR,v2
T00358,U456,3022.06,user456@hotmail.com,Subscriptions,bank_transfer,APAC,2024-04-13,completed,9,2.7,256.46,M4680,EUR,v1
T00330,U355,1463.63,user355@biz.net,Home & Garden,gift_card,APAC,2024-04-27,pending,3,9.0,131.87,M8278,GBP,v1
T00048,U412,3108.56,user412@company.io,Healthcare,credit_card,EU-North,2023-01-20,completed,9,14.3,434.63,M6621,CAD,v1
T00888,U508,265.65,user508@yahoo.com,Education,debit_card,CA-East,2024-06-20,completed,9,9.7,19.38,M2511,EUR,v2
T00259,U958,3440.27,user958@techfirm.org,Education,bank_transfer,APAC,2024-03-09,completed,2,14.0,285.79,M3291,INR,v1
T01053,U854,4216.72,user854@yahoo.com,Travel,paypal,US-East,2024-02-03,completed,1,23.9,592.91,M2128,USD,v2
T00954,U920,1144.46,user920@outlook.com,Home & Garden,paypal,EU-Central,2024-02-12,refunded,6,18.9,73.22,M2896,CAD,v2
T00826,U851,916.53,user851@gmail.com,Electronics,crypto,EU-North,2024-04-20,completed,7,19.8,105.92,M2214,INR,v2
T00847,U298,2997.13,user298@company.io,Travel,gift_card,EU-North,2024-09-04,refunded,10,11.4,398.0,M8728,GBP,v2
T00887,U636,3142.02,user636@enterprise.com,Clothing,debit_card,LATAM,2023-12-25,completed,1,7.8,198.6,M2811,CAD,v2
T00526,U276,560.25,user276@company.io,Gaming,gift_card,MEA,2023-07-01,completed,4,28.8,38.94,M8561,INR,v2
T00870,U875,1460.89,user875@yahoo.com,Subscriptions,crypto,MEA,2023-02-11,REFUNDED,3,11.4,248.58,M2292,USD,v2
T01143,U270,2517.87,user270@company.io,Finance,paypal,APAC,2023-02-22,pending,3,9.8,180.72,M2198,USD,v2
T00889,U880,1128.77,user880@company.io,Travel,credit_card,US-West,2023-01-23,refunded,1,17.2,131.17,M4234,USD,v2
T01175,U959,1510.96,user959@techfirm.org,Home & Garden,paypal,LATAM,2023-10-17,Failed,5,18.2,118.25,M7690,USD,v2
T00441,U507,2639.5,user507@gmail.com,Home & Garden,debit_card,LATAM,2023-09-06,completed,6,18.7,163.0,M1231,INR,v1
T00532,U969,2728.66,user969@corp.net,Travel,bank_transfer,CA-East,2023-01-18,completed,7,12.2,373.08,M8476,GBP,v2
T00227,U769,-89.82,user769@hotmail.com,Education,credit_card,US-West,2023-11-25,refunded,5,17.2,139.1,M9916,GBP,v1
T00229,U530,3783.64,user530@techfirm.org,Finance,bank_transfer,US-West,2023-05-05,completed,3,13.0,447.59,M9539,EUR,v1
T01074,U629,2056.54,user629@datamail.co,Clothing,debit_card,US-East,2024-08-15,completed,8,1.1,325.53,M5751,USD,v2
T00213,U693,1512.18,user693@enterprise.com,Education,crypto,CA-East,2023-11-11,completed,5,14.2,153.36,M3297,USD,v1
T00080,U129,2962.1,user129@gmail.com,Electronics,debit_card,CA-East,Jan 24,completed,3,2.3,210.38,M2465,INR,v1
T00149,U669,3580.43,user669@hotmail.com,Home & Garden,bank_transfer,APAC,2023-01-27,completed,1,13.2,258.55,M4344,INR,v1
T00627,U301,4466.92,user301@company.io,Education,bank_transfer,EU-Central,2023-05-29,PENDING,2,20.6,718.2,M3989,GBP,v2
T01188,U514,3352.83,user514@company.io,Subscriptions,gift_card,CA-East,2023-04-10,completed,8,22.6,555.36,M2549,USD,v2
T00625,U664,2665.68,user664@datamail.co,Travel,paypal,APAC,2024-08-10,failed,1,25.4,194.93,M1672,GBP,v2
T00134,U655,4219.71,user655@hotmail.com,Groceries,credit_card,LATAM,2023-08-23,completed,9,8.1,324.08,M6724,GBP,v1
T01068,U438,3994.1,user438@gmail.com,Home & Garden,gift_card,EU-Central,2024-02-02,completed,9,25.9,333.31,M7428,USD,v2
T00409,U782,1773.97,user782@biz.net,Healthcare,paypal,CA-East,2023-04-03,completed,10,3.9,137.34,M6987,CAD,v1
T00714,U227,2555.44,user227@hotmail.com,Healthcare,credit_card,US-West,2024-07-05,completed,6,17.2,318.93,M3860,USD,v2
T00508,U474,2482.53,user474@techfirm.org,Electronics,gift_card,CA-East,,failed,3,0.2,234.84,M1957,USD,v2
T00939,U965,178.11,user965@yahoo.com,Travel,paypal,LATAM,2024-05-24,failed,9,25.8,17.84,M7804,USD,v2
T00505,U596,2335.46,user596@enterprise.com,Clothing,bank_transfer,US-East,2023-12-24,pending,1,4.3,170.0,M1436,USD,v2
T00716,U242,3441.83,user242@yahoo.com,Electronics,crypto,APAC,2023-09-19,refunded,2,11.8,273.16,M5756,EUR,v2
T00348,U188,3370.49,user188@company.io,Clothing,crypto,US-East,2024-02-19,completed,6,11.8,340.38,M5715,USD,v1
T00387,U996,940.66,user996@datamail.co,Gaming,debit_card,MEA,2023-08-15,completed,3,9.8,154.76,M6120,EUR,v1
T00001,U918,1141.01,user918@hotmail.com,Travel,debit_card,US-West,2023-10-27,completed,9,30.0,92.33,M9202,USD,v1
T00361,U206,2065.82,user206@datamail.co,Groceries,gift_card,US-West,2024-05-04,refunded,2,10.5,326.51,M9392,USD,v1
T01168,,-89.82,user109@company.io,Gaming,credit_card,US-East,2024-06-24,completed,2,29.4,356.56,M6342,INR,v2
T00476,U639,4375.55,user639@enterprise.com,Groceries,debit_card,EU-Central,2023-03-27,completed,9,23.9,787.27,M1253,USD,v1
T00900,U666,2464.17,user666@hotmail.com,Gaming,debit_card,CA-East,2023-09-06,completed,6,12.1,251.41,M7240,USD,v2
T00824,U401,1715.73,user401@gmail.com,Groceries,credit_card,LATAM,2023-08-31,pending,7,5.6,247.93,M6754,CAD,v2
T00173,U663,1906.34,user663@gmail.com,Subscriptions,gift_card,EU-North,2024-07-12,completed,3,2.3,309.04,M9781,CAD,v1
T00451,U196,4333.37,user196@biz.net,Subscriptions,debit_card,MEA,2024-03-06,completed,4,3.7,562.83,M5231,INR,v1
T00126,U439,3139.39,user439@gmail.com,Home & Garden,gift_card,LATAM,2023-08-03,completed,2,21.5,372.51,M8755,GBP,v1
T00679,U308,1507.73,user308@outlook.com,Home & Garden,gift_card,LATAM,2023-06-15,failed,5,28.0,241.84,M6001,USD,v2
T00531,U647,1890.62,user647@gmail.com,Travel,paypal,US-West,2024-05-02,Refunded,7,19.4,239.87,,EUR,v2
T00091,U566,4056.28,user566@yahoo.com,Finance,debit_card,MEA,2023-09-29,completed,10,17.0,248.79,M6214,GBP,v1
T01196,U747,525.72,user747@enterprise.com,Groceries,crypto,EU-Central,2024-01-09,pending,8,20.4,56.51,M8083,EUR,v2
